"Localidad";"Tipo_gas";"Descripcion";"fecha";"valor";"anio";"mes"
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-01-01;3502;2011;1
"Ushuaia";"Gas envasado";"Granel (kg.)";2011-01-01;9900;2011;1
"Tolhuin";"Gas de red";"Promedio de usuarios";2011-01-01;839;2011;1
"Tolhuin";"Gas de red";"M3";2011-01-01;696000;2011;1
"Rio Grande";"Gas de red";"Promedio de usuarios";2011-02-01;20101;2011;2
"Rio Grande";"Gas de red";"M3";2011-02-01;16461000;2011;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-02-01;745;2011;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-02-01;908;2011;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-02-01;1;2011;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-02-01;2710;2011;2
"Rio Grande";"Gas envasado";"Granel (kg.)";2011-02-01;-9;2011;2
"Ushuaia";"Gas de red";"Promedio de usuarios";2011-02-01;17749;2011;2
"Ushuaia";"Gas de red";"M3";2011-02-01;13530000;2011;2
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-02-01;12832;2011;2
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-02-01;382;2011;2
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-02-01;30;2011;2
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-02-01;3193;2011;2
"Ushuaia";"Gas envasado";"Granel (kg.)";2011-02-01;10440;2011;2
"Tolhuin";"Gas de red";"Promedio de usuarios";2011-02-01;852;2011;2
"Tolhuin";"Gas de red";"M3";2011-02-01;662000;2011;2
"Rio Grande";"Gas de red";"Promedio de usuarios";2011-03-01;20192;2011;3
"Rio Grande";"Gas de red";"M3";2011-03-01;21180000;2011;3
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-03-01;891;2011;3
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-03-01;885;2011;3
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-03-01;14;2011;3
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-03-01;3233;2011;3
"Rio Grande";"Gas envasado";"Granel (kg.)";2011-03-01;-9;2011;3
"Ushuaia";"Gas de red";"Promedio de usuarios";2011-03-01;17773;2011;3
"Ushuaia";"Gas de red";"M3";2011-03-01;16871000;2011;3
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-03-01;13662;2011;3
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-03-01;406;2011;3
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-03-01;-9;2011;3
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-03-01;3427;2011;3
"Ushuaia";"Gas envasado";"Granel (kg.)";2011-03-01;9720;2011;3
"Tolhuin";"Gas de red";"Promedio de usuarios";2011-03-01;854;2011;3
"Tolhuin";"Gas de red";"M3";2011-03-01;874000;2011;3
"Rio Grande";"Gas de red";"Promedio de usuarios";2011-04-01;20265;2011;4
"Rio Grande";"Gas de red";"M3";2011-04-01;26802000;2011;4
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-04-01;1459;2011;4
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-04-01;1028;2011;4
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-04-01;60;2011;4
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-04-01;4189;2011;4
"Rio Grande";"Gas envasado";"Granel (kg.)";2011-04-01;-9;2011;4
"Ushuaia";"Gas de red";"Promedio de usuarios";2011-04-01;17819;2011;4
"Ushuaia";"Gas de red";"M3";2011-04-01;20606000;2011;4
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-04-01;14826;2011;4
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-04-01;462;2011;4
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-04-01;4;2011;4
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-04-01;3752;2011;4
"Ushuaia";"Gas envasado";"Granel (kg.)";2011-04-01;13140;2011;4
"Tolhuin";"Gas de red";"Promedio de usuarios";2011-04-01;856;2011;4
"Tolhuin";"Gas de red";"M3";2011-04-01;893000;2011;4
"Rio Grande";"Gas de red";"Promedio de usuarios";2011-05-01;20325;2011;5
"Rio Grande";"Gas de red";"M3";2011-05-01;29935000;2011;5
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-05-01;1691;2011;5
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-05-01;1128;2011;5
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-05-01;44;2011;5
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-05-01;5628;2011;5
"Rio Grande";"Gas envasado";"Granel (kg.)";2011-05-01;-9;2011;5
"Ushuaia";"Gas de red";"Promedio de usuarios";2011-05-01;17901;2011;5
"Ushuaia";"Gas de red";"M3";2011-05-01;22105000;2011;5
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-05-01;20827;2011;5
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-05-01;696;2011;5
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-05-01;-9;2011;5
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-05-01;6247;2011;5
"Ushuaia";"Gas envasado";"Granel (kg.)";2011-05-01;29700;2011;5
"Tolhuin";"Gas de red";"Promedio de usuarios";2011-05-01;861;2011;5
"Tolhuin";"Gas de red";"M3";2011-05-01;1134000;2011;5
"Rio Grande";"Gas de red";"Promedio de usuarios";2011-06-01;20375;2011;6
"Rio Grande";"Gas de red";"M3";2011-06-01;31945000;2011;6
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-06-01;1772;2011;6
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-06-01;1146;2011;6
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-06-01;34;2011;6
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-06-01;6046;2011;6
"Rio Grande";"Gas envasado";"Granel (kg.)";2011-06-01;-9;2011;6
"Ushuaia";"Gas de red";"Promedio de usuarios";2011-06-01;17968;2011;6
"Ushuaia";"Gas de red";"M3";2011-06-01;23182000;2011;6
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-06-01;22110;2011;6
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-06-01;704;2011;6
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-06-01;-9;2011;6
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-06-01;6546;2011;6
"Ushuaia";"Gas envasado";"Granel (kg.)";2011-06-01;30060;2011;6
"Tolhuin";"Gas de red";"Promedio de usuarios";2011-06-01;868;2011;6
"Tolhuin";"Gas de red";"M3";2011-06-01;1187000;2011;6
"Rio Grande";"Gas de red";"Promedio de usuarios";2011-07-01;20433;2011;7
"Rio Grande";"Gas de red";"M3";2011-07-01;34282000;2011;7
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-07-01;2010;2011;7
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-07-01;1330;2011;7
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-07-01;19;2011;7
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-07-01;6526;2011;7
"Rio Grande";"Gas envasado";"Granel (kg.)";2011-07-01;-9;2011;7
"Ushuaia";"Gas de red";"Promedio de usuarios";2011-07-01;18019;2011;7
"Ushuaia";"Gas de red";"M3";2011-07-01;24340000;2011;7
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-07-01;20872;2011;7
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-07-01;725;2011;7
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-07-01;-9;2011;7
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-07-01;6136;2011;7
"Ushuaia";"Gas envasado";"Granel (kg.)";2011-07-01;31680;2011;7
"Tolhuin";"Gas de red";"Promedio de usuarios";2011-07-01;878;2011;7
"Tolhuin";"Gas de red";"M3";2011-07-01;1248000;2011;7
"Rio Grande";"Gas de red";"Promedio de usuarios";2011-08-01;20545;2011;8
"Rio Grande";"Gas de red";"M3";2011-08-01;33948000;2011;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-08-01;2103;2011;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-08-01;1339;2011;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-08-01;29;2011;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-08-01;6302;2011;8
"Rio Grande";"Gas envasado";"Granel (kg.)";2011-08-01;-9;2011;8
"Ushuaia";"Gas de red";"Promedio de usuarios";2011-08-01;18062;2011;8
"Ushuaia";"Gas de red";"M3";2011-08-01;24456000;2011;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-08-01;21500;2011;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-08-01;660;2011;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-08-01;16;2011;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-08-01;6990;2011;8
"Ushuaia";"Gas envasado";"Granel (kg.)";2011-08-01;34920;2011;8
"Tolhuin";"Gas de red";"Promedio de usuarios";2011-08-01;888;2011;8
"Tolhuin";"Gas de red";"M3";2011-08-01;1249000;2011;8
"Rio Grande";"Gas de red";"Promedio de usuarios";2011-09-01;20617;2011;9
"Rio Grande";"Gas de red";"M3";2011-09-01;29847000;2011;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-09-01;1695;2011;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-09-01;1406;2011;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-09-01;11;2011;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-09-01;5752;2011;9
"Rio Grande";"Gas envasado";"Granel (kg.)";2011-09-01;-9;2011;9
"Ushuaia";"Gas de red";"Promedio de usuarios";2011-09-01;18123;2011;9
"Ushuaia";"Gas de red";"M3";2011-09-01;21357000;2011;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-09-01;21113;2011;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-09-01;757;2011;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-09-01;-9;2011;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-09-01;6812;2011;9
"Ushuaia";"Gas envasado";"Granel (kg.)";2011-09-01;34380;2011;9
"Tolhuin";"Gas de red";"Promedio de usuarios";2011-09-01;905;2011;9
"Tolhuin";"Gas de red";"M3";2011-09-01;1134000;2011;9
"Rio Grande";"Gas de red";"Promedio de usuarios";2011-10-01;20636;2011;10
"Rio Grande";"Gas de red";"M3";2011-10-01;26977000;2011;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-10-01;1455;2011;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-10-01;1339;2011;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-10-01;13;2011;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-10-01;4426;2011;10
"Rio Grande";"Gas envasado";"Granel (kg.)";2011-10-01;-9;2011;10
"Ushuaia";"Gas de red";"Promedio de usuarios";2011-10-01;18129;2011;10
"Ushuaia";"Gas de red";"M3";2011-10-01;19026000;2011;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-10-01;14436;2011;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-10-01;463;2011;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-10-01;-9;2011;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-10-01;3673;2011;10
"Ushuaia";"Gas envasado";"Granel (kg.)";2011-10-01;16200;2011;10
"Tolhuin";"Gas de red";"Promedio de usuarios";2011-10-01;908;2011;10
"Tolhuin";"Gas de red";"M3";2011-10-01;1053000;2011;10
"Rio Grande";"Gas de red";"Promedio de usuarios";2011-11-01;20713;2011;11
"Rio Grande";"Gas de red";"M3";2011-11-01;21857000;2011;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-11-01;1177;2011;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-11-01;1271;2011;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-11-01;45;2011;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-11-01;4099;2011;11
"Rio Grande";"Gas envasado";"Granel (kg.)";2011-11-01;-9;2011;11
"Ushuaia";"Gas de red";"Promedio de usuarios";2011-11-01;18217;2011;11
"Ushuaia";"Gas de red";"M3";2011-11-01;16618000;2011;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-11-01;13984;2011;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-11-01;420;2011;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-11-01;-9;2011;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-11-01;3692;2011;11
"Ushuaia";"Gas envasado";"Granel (kg.)";2011-11-01;16560;2011;11
"Tolhuin";"Gas de red";"Promedio de usuarios";2011-11-01;916;2011;11
"Tolhuin";"Gas de red";"M3";2011-11-01;887000;2011;11
"Rio Grande";"Gas de red";"Promedio de usuarios";2011-12-01;20761;2011;12
"Rio Grande";"Gas de red";"M3";2011-12-01;19730000;2011;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-12-01;938;2011;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-12-01;991;2011;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-12-01;8;2011;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-12-01;3358;2011;12
"Rio Grande";"Gas envasado";"Granel (kg.)";2011-12-01;-9;2011;12
"Ushuaia";"Gas de red";"Promedio de usuarios";2011-12-01;18245;2011;12
"Ushuaia";"Gas de red";"M3";2011-12-01;14155000;2011;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-12-01;12302;2011;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-12-01;400;2011;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-12-01;-9;2011;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-12-01;3373;2011;12
"Ushuaia";"Gas envasado";"Granel (kg.)";2011-12-01;16590;2011;12
"Tolhuin";"Gas de red";"Promedio de usuarios";2011-12-01;927;2011;12
"Tolhuin";"Gas de red";"M3";2011-12-01;744000;2011;12
"Rio Grande";"Gas de red";"Promedio de usuarios";2012-01-01;20856;2012;1
"Rio Grande";"Gas de red";"M3";2012-01-01;20273518;2012;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2012-01-01;875;2012;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2012-01-01;661;2012;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2012-01-01;61;2012;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2012-01-01;2912;2012;1
"Rio Grande";"Gas envasado";"Granel (kg.)";2012-01-01;-9;2012;1
"Ushuaia";"Gas de red";"Promedio de usuarios";2012-01-01;18302;2012;1
"Ushuaia";"Gas de red";"M3";2012-01-01;15639657;2012;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2012-01-01;10757;2012;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2012-01-01;355;2012;1
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2012-01-01;-9;2012;1
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2012-01-01;3354;2012;1
"Ushuaia";"Gas envasado";"Granel (kg.)";2012-01-01;15300;2012;1
"Tolhuin";"Gas de red";"Promedio de usuarios";2012-01-01;926;2012;1
"Tolhuin";"Gas de red";"M3";2012-01-01;778281;2012;1
"Rio Grande";"Gas de red";"Promedio de usuarios";2012-02-01;20897;2012;2
"Rio Grande";"Gas de red";"M3";2012-02-01;19156972;2012;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2012-02-01;1153;2012;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2012-02-01;871;2012;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2012-02-01;78;2012;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2012-02-01;3516;2012;2
"Rio Grande";"Gas envasado";"Granel (kg.)";2012-02-01;-9;2012;2
"Ushuaia";"Gas de red";"Promedio de usuarios";2012-02-01;18320;2012;2
"Ushuaia";"Gas de red";"M3";2012-02-01;14604038;2012;2
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2012-02-01;12582;2012;2
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2012-02-01;444;2012;2
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2012-02-01;-9;2012;2
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2012-02-01;3494;2012;2
"Ushuaia";"Gas envasado";"Granel (kg.)";2012-02-01;14600;2012;2
"Tolhuin";"Gas de red";"Promedio de usuarios";2012-02-01;926;2012;2
"Tolhuin";"Gas de red";"M3";2012-02-01;772881;2012;2
"Rio Grande";"Gas de red";"Promedio de usuarios";2012-03-01;21041;2012;3
"Rio Grande";"Gas de red";"M3";2012-03-01;24139212;2012;3
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2012-03-01;1425;2012;3
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2012-03-01;1150;2012;3
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2012-03-01;89;2012;3
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2012-03-01;4469;2012;3
"Rio Grande";"Gas envasado";"Granel (kg.)";2012-03-01;-9;2012;3
"Ushuaia";"Gas de red";"Promedio de usuarios";2012-03-01;18340;2012;3
"Ushuaia";"Gas de red";"M3";2012-03-01;18134967;2012;3
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2012-03-01;13683;2012;3
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2012-03-01;461;2012;3
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2012-03-01;-9;2012;3
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2012-03-01;3772;2012;3
"Ushuaia";"Gas envasado";"Granel (kg.)";2012-03-01;19260;2012;3
"Tolhuin";"Gas de red";"Promedio de usuarios";2012-03-01;928;2012;3
"Tolhuin";"Gas de red";"M3";2012-03-01;954500;2012;3
"Rio Grande";"Gas de red";"Promedio de usuarios";2012-04-01;21187;2012;4
"Rio Grande";"Gas de red";"M3";2012-04-01;26339607;2012;4
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2012-04-01;1736;2012;4
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2012-04-01;1225;2012;4
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2012-04-01;69;2012;4
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2012-04-01;5081;2012;4
"Rio Grande";"Gas envasado";"Granel (kg.)";2012-04-01;-9;2012;4
"Ushuaia";"Gas de red";"Promedio de usuarios";2012-04-01;18381;2012;4
"Ushuaia";"Gas de red";"M3";2012-04-01;20090110;2012;4
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2012-04-01;14012;2012;4
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2012-04-01;490;2012;4
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2012-04-01;-9;2012;4
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2012-04-01;3971;2012;4
"Ushuaia";"Gas envasado";"Granel (kg.)";2012-04-01;18180;2012;4
"Tolhuin";"Gas de red";"Promedio de usuarios";2012-04-01;929;2012;4
"Tolhuin";"Gas de red";"M3";2012-04-01;1050955;2012;4
"Rio Grande";"Gas de red";"Promedio de usuarios";2012-05-01;21286;2012;5
"Rio Grande";"Gas de red";"M3";2012-05-01;30708135;2012;5
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2012-05-01;2259;2012;5
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2012-05-01;1533;2012;5
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2012-05-01;83;2012;5
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2012-05-01;7670;2012;5
"Rio Grande";"Gas envasado";"Granel (kg.)";2012-05-01;-9;2012;5
"Ushuaia";"Gas de red";"Promedio de usuarios";2012-05-01;18478;2012;5
"Ushuaia";"Gas de red";"M3";2012-05-01;23038753;2012;5
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2012-05-01;27833;2012;5
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2012-05-01;1012;2012;5
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2012-05-01;-9;2012;5
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2012-05-01;7891;2012;5
"Ushuaia";"Gas envasado";"Granel (kg.)";2012-05-01;39240;2012;5
"Tolhuin";"Gas de red";"Promedio de usuarios";2012-05-01;941;2012;5
"Tolhuin";"Gas de red";"M3";2012-05-01;1176087;2012;5
"Rio Grande";"Gas de red";"Promedio de usuarios";2012-06-01;21392;2012;6
"Rio Grande";"Gas de red";"M3";2012-06-01;33520164;2012;6
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2012-06-01;2181;2012;6
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2012-06-01;1524;2012;6
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2012-06-01;80;2012;6
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2012-06-01;7690;2012;6
"Rio Grande";"Gas envasado";"Granel (kg.)";2012-06-01;-9;2012;6
"Ushuaia";"Gas de red";"Promedio de usuarios";2012-06-01;18484;2012;6
"Ushuaia";"Gas de red";"M3";2012-06-01;24424346;2012;6
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2012-06-01;27719;2012;6
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2012-06-01;968;2012;6
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2012-06-01;-9;2012;6
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2012-06-01;7921;2012;6
"Ushuaia";"Gas envasado";"Granel (kg.)";2012-06-01;42120;2012;6
"Tolhuin";"Gas de red";"Promedio de usuarios";2012-06-01;923;2012;6
"Tolhuin";"Gas de red";"M3";2012-06-01;1349482;2012;6
"Rio Grande";"Gas de red";"Promedio de usuarios";2012-07-01;21488;2012;7
"Rio Grande";"Gas de red";"M3";2012-07-01;34575897;2012;7
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2012-07-01;2082;2012;7
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2012-07-01;1786;2012;7
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2012-07-01;56;2012;7
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2012-07-01;8155;2012;7
"Rio Grande";"Gas envasado";"Granel (kg.)";2012-07-01;-9;2012;7
"Ushuaia";"Gas de red";"Promedio de usuarios";2012-07-01;18515;2012;7
"Ushuaia";"Gas de red";"M3";2012-07-01;25599396;2012;7
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2012-07-01;24889;2012;7
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2012-07-01;739;2012;7
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2012-07-01;-9;2012;7
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2012-07-01;8074;2012;7
"Ushuaia";"Gas envasado";"Granel (kg.)";2012-07-01;45000;2012;7
"Tolhuin";"Gas de red";"Promedio de usuarios";2012-07-01;925;2012;7
"Tolhuin";"Gas de red";"M3";2012-07-01;1540410;2012;7
"Rio Grande";"Gas de red";"Promedio de usuarios";2012-08-01;21556;2012;8
"Rio Grande";"Gas de red";"M3";2012-08-01;34457918;2012;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2012-08-01;1892;2012;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2012-08-01;1959;2012;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2012-08-01;23;2012;8
