"Localidad";"Tipo_gas";"Descripcion";"fecha";"valor";"anio";"mes"
"Rio Grande";"Gas de red";"M3";2009-06-01;28408927;2009;6
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2009-06-01;1757;2009;6
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2009-06-01;251;2009;6
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2009-06-01;-9;2009;6
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2009-06-01;4890;2009;6
"Rio Grande";"Gas envasado";"Granel (kg.)";2009-06-01;154360;2009;6
"Ushuaia";"Gas de red";"Promedio de usuarios";2009-06-01;17050;2009;6
"Ushuaia";"Gas de red";"M3";2009-06-01;18014041;2009;6
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2009-06-01;18587;2009;6
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2009-06-01;-9;2009;6
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2009-06-01;-9;2009;6
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2009-06-01;4934;2009;6
"Ushuaia";"Gas envasado";"Granel (kg.)";2009-06-01;35960;2009;6
"Tolhuin";"Gas de red";"Promedio de usuarios";2009-06-01;777;2009;6
"Tolhuin";"Gas de red";"M3";2009-06-01;1482678;2009;6
"Rio Grande";"Gas de red";"Promedio de usuarios";2009-07-01;18162;2009;7
"Rio Grande";"Gas de red";"M3";2009-07-01;28170470;2009;7
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2009-07-01;1578;2009;7
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2009-07-01;247;2009;7
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2009-07-01;-9;2009;7
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2009-07-01;4931;2009;7
"Rio Grande";"Gas envasado";"Granel (kg.)";2009-07-01;129940;2009;7
"Ushuaia";"Gas de red";"Promedio de usuarios";2009-07-01;17105;2009;7
"Ushuaia";"Gas de red";"M3";2009-07-01;24181090;2009;7
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2009-07-01;19280;2009;7
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2009-07-01;-9;2009;7
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2009-07-01;-9;2009;7
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2009-07-01;5058;2009;7
"Ushuaia";"Gas envasado";"Granel (kg.)";2009-07-01;33980;2009;7
"Tolhuin";"Gas de red";"Promedio de usuarios";2009-07-01;778;2009;7
"Tolhuin";"Gas de red";"M3";2009-07-01;352954;2009;7
"Rio Grande";"Gas de red";"Promedio de usuarios";2009-08-01;18234;2009;8
"Rio Grande";"Gas de red";"M3";2009-08-01;26947234;2009;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2009-08-01;1761;2009;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2009-08-01;313;2009;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2009-08-01;-9;2009;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2009-08-01;5499;2009;8
"Rio Grande";"Gas envasado";"Granel (kg.)";2009-08-01;123850;2009;8
"Ushuaia";"Gas de red";"Promedio de usuarios";2009-08-01;17156;2009;8
"Ushuaia";"Gas de red";"M3";2009-08-01;19574669;2009;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2009-08-01;21987;2009;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2009-08-01;-9;2009;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2009-08-01;-9;2009;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2009-08-01;5269;2009;8
"Ushuaia";"Gas envasado";"Granel (kg.)";2009-08-01;40220;2009;8
"Tolhuin";"Gas de red";"Promedio de usuarios";2009-08-01;780;2009;8
"Tolhuin";"Gas de red";"M3";2009-08-01;1721156;2009;8
"Rio Grande";"Gas de red";"Promedio de usuarios";2009-09-01;18262;2009;9
"Rio Grande";"Gas de red";"M3";2009-09-01;28663523;2009;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2009-09-01;1680;2009;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2009-09-01;442;2009;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2009-09-01;4;2009;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2009-09-01;3905;2009;9
"Rio Grande";"Gas envasado";"Granel (kg.)";2009-09-01;86000;2009;9
"Ushuaia";"Gas de red";"Promedio de usuarios";2009-09-01;17152;2009;9
"Ushuaia";"Gas de red";"M3";2009-09-01;24976217;2009;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2009-09-01;14041;2009;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2009-09-01;-9;2009;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2009-09-01;-9;2009;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2009-09-01;3222;2009;9
"Ushuaia";"Gas envasado";"Granel (kg.)";2009-09-01;22420;2009;9
"Tolhuin";"Gas de red";"Promedio de usuarios";2009-09-01;781;2009;9
"Tolhuin";"Gas de red";"M3";2009-09-01;391114;2009;9
"Rio Grande";"Gas de red";"Promedio de usuarios";2009-10-01;18279;2009;10
"Rio Grande";"Gas de red";"M3";2009-10-01;27945106;2009;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2009-10-01;3094;2009;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2009-10-01;580;2009;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2009-10-01;-9;2009;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2009-10-01;4539;2009;10
"Rio Grande";"Gas envasado";"Granel (kg.)";2009-10-01;128470;2009;10
"Ushuaia";"Gas de red";"Promedio de usuarios";2009-10-01;17201;2009;10
"Ushuaia";"Gas de red";"M3";2009-10-01;22259813;2009;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2009-10-01;14756;2009;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2009-10-01;6;2009;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2009-10-01;-9;2009;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2009-10-01;3176;2009;10
"Ushuaia";"Gas envasado";"Granel (kg.)";2009-10-01;14160;2009;10
"Tolhuin";"Gas de red";"Promedio de usuarios";2009-10-01;785;2009;10
"Tolhuin";"Gas de red";"M3";2009-10-01;1578345;2009;10
"Rio Grande";"Gas de red";"Promedio de usuarios";2009-11-01;18442;2009;11
"Rio Grande";"Gas de red";"M3";2009-11-01;22696450;2009;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2009-11-01;1524;2009;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2009-11-01;1041;2009;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2009-11-01;-9;2009;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2009-11-01;3753;2009;11
"Rio Grande";"Gas envasado";"Granel (kg.)";2009-11-01;146870;2009;11
"Ushuaia";"Gas de red";"Promedio de usuarios";2009-11-01;17203;2009;11
"Ushuaia";"Gas de red";"M3";2009-11-01;16909962;2009;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2009-11-01;14848;2009;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2009-11-01;247;2009;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2009-11-01;-9;2009;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2009-11-01;3372;2009;11
"Ushuaia";"Gas envasado";"Granel (kg.)";2009-11-01;12860;2009;11
"Tolhuin";"Gas de red";"Promedio de usuarios";2009-11-01;790;2009;11
"Tolhuin";"Gas de red";"M3";2009-11-01;327912;2009;11
"Rio Grande";"Gas de red";"Promedio de usuarios";2009-12-01;18536;2009;12
"Rio Grande";"Gas de red";"M3";2009-12-01;24425642;2009;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2009-12-01;1009;2009;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2009-12-01;533;2009;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2009-12-01;-9;2009;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2009-12-01;2743;2009;12
"Rio Grande";"Gas envasado";"Granel (kg.)";2009-12-01;91910;2009;12
"Ushuaia";"Gas de red";"Promedio de usuarios";2009-12-01;17253;2009;12
"Ushuaia";"Gas de red";"M3";2009-12-01;19913142;2009;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2009-12-01;13197;2009;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2009-12-01;266;2009;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2009-12-01;-9;2009;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2009-12-01;3349;2009;12
"Ushuaia";"Gas envasado";"Granel (kg.)";2009-12-01;15700;2009;12
"Tolhuin";"Gas de red";"Promedio de usuarios";2009-12-01;792;2009;12
"Tolhuin";"Gas de red";"M3";2009-12-01;1386013;2009;12
"Rio Grande";"Gas de red";"Promedio de usuarios";2010-01-01;18761;2010;1
"Rio Grande";"Gas de red";"M3";2010-01-01;16901011;2010;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-01-01;4285;2010;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-01-01;625;2010;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-01-01;0;2010;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-01-01;3249;2010;1
"Rio Grande";"Gas envasado";"Granel (kg.)";2010-01-01;-9;2010;1
"Ushuaia";"Gas de red";"Promedio de usuarios";2010-01-01;17256;2010;1
"Ushuaia";"Gas de red";"M3";2010-01-01;13599125;2010;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-01-01;12651;2010;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-01-01;245;2010;1
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-01-01;-9;2010;1
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-01-01;2822;2010;1
"Ushuaia";"Gas envasado";"Granel (kg.)";2010-01-01;6840;2010;1
"Tolhuin";"Gas de red";"Promedio de usuarios";2010-01-01;793;2010;1
"Tolhuin";"Gas de red";"M3";2010-01-01;290366;2010;1
"Rio Grande";"Gas de red";"Promedio de usuarios";2010-02-01;18796;2010;2
"Rio Grande";"Gas de red";"M3";2010-02-01;19184620;2010;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-02-01;5113;2010;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-02-01;716;2010;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-02-01;47;2010;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-02-01;3463;2010;2
"Rio Grande";"Gas envasado";"Granel (kg.)";2010-02-01;-9;2010;2
"Ushuaia";"Gas de red";"Promedio de usuarios";2010-02-01;17302;2010;2
"Ushuaia";"Gas de red";"M3";2010-02-01;15976405;2010;2
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-02-01;12976;2010;2
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-02-01;302;2010;2
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-02-01;-9;2010;2
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-02-01;2877;2010;2
"Ushuaia";"Gas envasado";"Granel (kg.)";2010-02-01;7200;2010;2
"Tolhuin";"Gas de red";"Promedio de usuarios";2010-02-01;794;2010;2
"Tolhuin";"Gas de red";"M3";2010-02-01;1148538;2010;2
"Rio Grande";"Gas de red";"Promedio de usuarios";2010-03-01;18941;2010;3
"Rio Grande";"Gas de red";"M3";2010-03-01;18800998;2010;3
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-03-01;5913;2010;3
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-03-01;937;2010;3
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-03-01;50;2010;3
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-03-01;3658;2010;3
"Rio Grande";"Gas envasado";"Granel (kg.)";2010-03-01;-9;2010;3
"Ushuaia";"Gas de red";"Promedio de usuarios";2010-03-01;17340;2010;3
"Ushuaia";"Gas de red";"M3";2010-03-01;10422760;2010;3
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-03-01;14118;2010;3
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-03-01;384;2010;3
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-03-01;-9;2010;3
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-03-01;3161;2010;3
"Ushuaia";"Gas envasado";"Granel (kg.)";2010-03-01;7020;2010;3
"Tolhuin";"Gas de red";"Promedio de usuarios";2010-03-01;808;2010;3
"Tolhuin";"Gas de red";"M3";2010-03-01;331986;2010;3
"Rio Grande";"Gas de red";"Promedio de usuarios";2010-04-01;19060;2010;4
"Rio Grande";"Gas de red";"M3";2010-04-01;22930382;2010;4
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-04-01;5809;2010;4
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-04-01;954;2010;4
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-04-01;36;2010;4
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-04-01;4489;2010;4
"Rio Grande";"Gas envasado";"Granel (kg.)";2010-04-01;-9;2010;4
"Ushuaia";"Gas de red";"Promedio de usuarios";2010-04-01;17410;2010;4
"Ushuaia";"Gas de red";"M3";2010-04-01;21743337;2010;4
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-04-01;13381;2010;4
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-04-01;400;2010;4
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-04-01;-9;2010;4
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-04-01;3148;2010;4
"Ushuaia";"Gas envasado";"Granel (kg.)";2010-04-01;6840;2010;4
"Tolhuin";"Gas de red";"Promedio de usuarios";2010-04-01;814;2010;4
"Tolhuin";"Gas de red";"M3";2010-04-01;1280838;2010;4
"Rio Grande";"Gas de red";"Promedio de usuarios";2010-05-01;19099;2010;5
"Rio Grande";"Gas de red";"M3";2010-05-01;23169818;2010;5
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-05-01;8539;2010;5
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-05-01;1388;2010;5
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-05-01;59;2010;5
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-05-01;6361;2010;5
"Rio Grande";"Gas envasado";"Granel (kg.)";2010-05-01;-9;2010;5
"Ushuaia";"Gas de red";"Promedio de usuarios";2010-05-01;17446;2010;5
"Ushuaia";"Gas de red";"M3";2010-05-01;16723521;2010;5
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-05-01;24255;2010;5
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-05-01;730;2010;5
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-05-01;-9;2010;5
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-05-01;6034;2010;5
"Ushuaia";"Gas envasado";"Granel (kg.)";2010-05-01;14220;2010;5
"Tolhuin";"Gas de red";"Promedio de usuarios";2010-05-01;820;2010;5
"Tolhuin";"Gas de red";"M3";2010-05-01;389603;2010;5
"Rio Grande";"Gas de red";"Promedio de usuarios";2010-06-01;19240;2010;6
"Rio Grande";"Gas de red";"M3";2010-06-01;29009624;2010;6
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-06-01;9409;2010;6
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-06-01;1380;2010;6
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-06-01;338;2010;6
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-06-01;7151;2010;6
"Rio Grande";"Gas envasado";"Granel (kg.)";2010-06-01;-9;2010;6
"Ushuaia";"Gas de red";"Promedio de usuarios";2010-06-01;17485;2010;6
"Ushuaia";"Gas de red";"M3";2010-06-01;22534423;2010;6
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-06-01;25431;2010;6
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-06-01;726;2010;6
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-06-01;-9;2010;6
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-06-01;6443;2010;6
"Ushuaia";"Gas envasado";"Granel (kg.)";2010-06-01;13500;2010;6
"Tolhuin";"Gas de red";"Promedio de usuarios";2010-06-01;825;2010;6
"Tolhuin";"Gas de red";"M3";2010-06-01;1653227;2010;6
"Rio Grande";"Gas de red";"Promedio de usuarios";2010-07-01;19356;2010;7
"Rio Grande";"Gas de red";"M3";2010-07-01;28153959;2010;7
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-07-01;9297;2010;7
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-07-01;1576;2010;7
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-07-01;15;2010;7
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-07-01;7104;2010;7
"Rio Grande";"Gas envasado";"Granel (kg.)";2010-07-01;-9;2010;7
"Ushuaia";"Gas de red";"Promedio de usuarios";2010-07-01;17539;2010;7
"Ushuaia";"Gas de red";"M3";2010-07-01;19948861;2010;7
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-07-01;27002;2010;7
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-07-01;824;2010;7
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-07-01;-9;2010;7
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-07-01;6479;2010;7
"Ushuaia";"Gas envasado";"Granel (kg.)";2010-07-01;15840;2010;7
"Tolhuin";"Gas de red";"Promedio de usuarios";2010-07-01;828;2010;7
"Tolhuin";"Gas de red";"M3";2010-07-01;463827;2010;7
"Rio Grande";"Gas de red";"Promedio de usuarios";2010-08-01;19391;2010;8
"Rio Grande";"Gas de red";"M3";2010-08-01;32084719;2010;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-08-01;9237;2010;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-08-01;1583;2010;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-08-01;3;2010;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-08-01;7212;2010;8
"Rio Grande";"Gas envasado";"Granel (kg.)";2010-08-01;-9;2010;8
"Ushuaia";"Gas de red";"Promedio de usuarios";2010-08-01;17581;2010;8
"Ushuaia";"Gas de red";"M3";2010-08-01;25163007;2010;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-08-01;26267;2010;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-08-01;773;2010;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-08-01;-9;2010;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-08-01;6678;2010;8
"Ushuaia";"Gas envasado";"Granel (kg.)";2010-08-01;16560;2010;8
"Tolhuin";"Gas de red";"Promedio de usuarios";2010-08-01;826;2010;8
"Tolhuin";"Gas de red";"M3";2010-08-01;1849396;2010;8
"Rio Grande";"Gas de red";"Promedio de usuarios";2010-09-01;19400;2010;9
"Rio Grande";"Gas de red";"M3";2010-09-01;27387374;2010;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-09-01;7872;2010;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-09-01;1908;2010;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-09-01;1;2010;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-09-01;6688;2010;9
"Rio Grande";"Gas envasado";"Granel (kg.)";2010-09-01;-9;2010;9
"Ushuaia";"Gas de red";"Promedio de usuarios";2010-09-01;17593;2010;9
"Ushuaia";"Gas de red";"M3";2010-09-01;19093966;2010;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-09-01;25981;2010;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-09-01;772;2010;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-09-01;-9;2010;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-09-01;6542;2010;9
"Ushuaia";"Gas envasado";"Granel (kg.)";2010-09-01;18180;2010;9
"Tolhuin";"Gas de red";"Promedio de usuarios";2010-09-01;825;2010;9
"Tolhuin";"Gas de red";"M3";2010-09-01;388091;2010;9
"Rio Grande";"Gas de red";"Promedio de usuarios";2010-10-01;19523;2010;10
"Rio Grande";"Gas de red";"M3";2010-10-01;28685560;2010;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-10-01;5668;2010;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-10-01;1493;2010;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-10-01;9;2010;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-10-01;4652;2010;10
"Rio Grande";"Gas envasado";"Granel (kg.)";2010-10-01;-9;2010;10
"Ushuaia";"Gas de red";"Promedio de usuarios";2010-10-01;17604;2010;10
"Ushuaia";"Gas de red";"M3";2010-10-01;22343212;2010;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-10-01;15844;2010;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-10-01;410;2010;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-10-01;-9;2010;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-10-01;4026;2010;10
"Ushuaia";"Gas envasado";"Granel (kg.)";2010-10-01;9025;2010;10
"Tolhuin";"Gas de red";"Promedio de usuarios";2010-10-01;819;2010;10
"Tolhuin";"Gas de red";"M3";2010-10-01;1672914;2010;10
"Rio Grande";"Gas de red";"Promedio de usuarios";2010-11-01;19723;2010;11
"Rio Grande";"Gas de red";"M3";2010-11-01;22170594;2010;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-11-01;5678;2010;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-11-01;1651;2010;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-11-01;2;2010;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-11-01;4709;2010;11
"Rio Grande";"Gas envasado";"Granel (kg.)";2010-11-01;-9;2010;11
"Ushuaia";"Gas de red";"Promedio de usuarios";2010-11-01;17657;2010;11
"Ushuaia";"Gas de red";"M3";2010-11-01;18050133;2010;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-11-01;14660;2010;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-11-01;411;2010;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-11-01;-9;2010;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-11-01;3660;2010;11
"Ushuaia";"Gas envasado";"Granel (kg.)";2010-11-01;10620;2010;11
"Tolhuin";"Gas de red";"Promedio de usuarios";2010-11-01;829;2010;11
"Tolhuin";"Gas de red";"M3";2010-11-01;319151;2010;11
"Rio Grande";"Gas de red";"Promedio de usuarios";2010-12-01;19902;2010;12
"Rio Grande";"Gas de red";"M3";2010-12-01;23906757;2010;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-12-01;5698;2010;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-12-01;1500;2010;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-12-01;12;2010;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-12-01;4517;2010;12
"Rio Grande";"Gas envasado";"Granel (kg.)";2010-12-01;-9;2010;12
"Ushuaia";"Gas de red";"Promedio de usuarios";2010-12-01;17668;2010;12
"Ushuaia";"Gas de red";"M3";2010-12-01;18126506;2010;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2010-12-01;14615;2010;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2010-12-01;394;2010;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2010-12-01;-9;2010;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2010-12-01;3544;2010;12
"Ushuaia";"Gas envasado";"Granel (kg.)";2010-12-01;10260;2010;12
"Tolhuin";"Gas de red";"Promedio de usuarios";2010-12-01;834;2010;12
"Tolhuin";"Gas de red";"M3";2010-12-01;1402849;2010;12
"Rio Grande";"Gas de red";"Promedio de usuarios";2011-01-01;19981;2011;1
"Rio Grande";"Gas de red";"M3";2011-01-01;17806000;2011;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-01-01;922;2011;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-01-01;1069;2011;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-01-01;9;2011;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2011-01-01;2850;2011;1
"Rio Grande";"Gas envasado";"Granel (kg.)";2011-01-01;-9;2011;1
"Ushuaia";"Gas de red";"Promedio de usuarios";2011-01-01;17708;2011;1
"Ushuaia";"Gas de red";"M3";2011-01-01;14896000;2011;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2011-01-01;13917;2011;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2011-01-01;401;2011;1
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2011-01-01;-9;2011;1
